,ID,TARGET
445,892,1
446,893,0
447,894,1
448,895,0
449,896,0
450,897,0
451,899,1
452,900,0
453,901,0
454,902,1
455,905,0
456,912,0
457,914,1
458,915,0
459,917,0
460,918,0
461,919,0
462,921,0
463,922,0
464,923,0
465,926,0
466,929,0
467,930,0
468,931,0
469,937,0
470,938,0
471,939,0
472,941,1
473,946,0
474,947,0
475,950,0
476,951,0
477,952,0
478,953,0
479,954,0
480,955,0
481,956,0
482,957,1
483,960,0
484,963,1
485,966,0
486,969,1
487,971,0
488,972,0
489,975,0
490,980,0
491,982,0
492,983,0
493,985,0
494,987,0
495,988,0
496,991,0
497,992,0
498,995,0
499,996,1
500,998,0
501,1001,0
502,1002,0
503,1004,0
504,1005,0
505,1010,0
506,1011,0
507,1012,0
508,1013,0
509,1014,0
510,1015,1
511,1016,0
512,1022,1
513,1023,0
514,1024,0
515,1025,0
516,1026,0
517,1028,0
518,1029,0
519,1032,0
520,1034,1
521,1036,0
522,1037,0
523,1039,0
524,1042,0
525,1045,0
526,1046,0
527,1050,0
528,1052,0
529,1055,0
530,1057,0
531,1058,0
532,1060,0
533,1062,0
534,1063,0
535,1064,0
536,1065,0
537,1066,1
538,1067,0
539,1068,0
540,1070,1
541,1072,0
542,1077,1
543,1078,0
544,1079,1
545,1081,0
546,1082,0
547,1093,0
548,1094,0
549,1102,1
550,1103,0
551,1106,1
552,1107,1
553,1112,0
554,1113,0
555,1114,0
556,1116,0
557,1118,0
558,1120,0
559,1121,0
560,1128,0
561,1130,1
562,1132,0
563,1135,1
564,1138,0
565,1139,0
566,1141,0
567,1143,1
568,1146,1
569,1148,1
570,1149,0
571,1151,0
572,1152,0
573,1153,0
574,1155,1
575,1157,0
576,1160,0
577,1161,0
578,1162,0
579,1164,0
580,1168,0
581,1169,0
582,1174,0
583,1176,0
584,1177,1
585,1178,1
586,1180,0
587,1181,0
588,1182,0
589,1185,0
590,1190,0
591,1194,0
592,1196,0
593,1199,0
594,1200,0
595,1201,0
596,1202,0
597,1206,1
598,1207,0
599,1208,0
600,1212,0
601,1216,0
602,1219,0
603,1221,0
604,1222,0
605,1225,0
606,1227,0
607,1230,0
608,1231,0
609,1232,0
610,1233,0
611,1234,0
612,1235,0
613,1236,1
614,1237,0
615,1238,1
616,1239,0
617,1240,0
618,1241,0
619,1244,0
620,1245,0
621,1247,0
622,1250,0
623,1251,1
624,1257,0
625,1259,0
626,1266,0
627,1267,0
628,1268,0
629,1270,1
630,1272,0
631,1273,1
632,1276,1
633,1278,0
634,1279,1
635,1283,0
636,1284,0
637,1286,0
638,1289,0
639,1290,0
640,1292,0
641,1293,0
642,1294,0
643,1296,1
644,1298,0
645,1299,1
646,1301,0
647,1304,0
648,1306,0
649,1308,1
650,1310,0
651,1311,0
652,1312,1
653,1315,0
654,1318,1
655,1319,0
656,1320,1
657,1323,0
658,1324,0
659,1325,0
660,1326,1
661,1329,1
662,1331,1
663,1332,1
664,1335,0
665,1336,0
666,1338,0
667,1340,1
668,1342,0
669,1345,0
670,1347,1
671,1349,0
672,1350,1
673,1351,0
674,1354,0
675,1355,1
676,1356,0
677,1359,0
678,1361,1
679,1362,1
680,1363,0
681,1365,0
682,1366,0
683,1367,0
684,1368,0
685,1369,0
686,1370,0
687,1371,0
688,1372,1
689,1374,0
690,1375,0
691,1376,0
692,1379,0
693,1380,0
694,1383,1
695,1387,1
696,1388,0
697,1389,0
698,1390,0
699,1394,0
700,1396,0
701,1397,0
702,1399,0
703,1400,0
704,1402,1
705,1403,0
706,1404,0
707,1405,0
708,1407,0
709,1409,1
710,1413,0
711,1415,0
712,1416,0
713,1418,0
714,1422,0
715,1423,1
716,1425,0
717,1428,0
718,1429,0
719,1430,1
720,1431,1
721,1432,0
722,1434,0
723,1435,0
724,1436,1
725,1438,0
726,1443,0
727,1445,1
728,1446,0
729,1453,0
730,1456,0
731,1458,0
732,1459,0
733,1460,0
734,1461,0
735,1462,1
736,1463,1
737,1466,0
738,1467,1
739,1469,0
740,1470,0
741,1471,0
742,1473,0
743,1476,0
744,1477,1
745,1481,1
746,1482,0
747,1485,0
748,1486,1
749,1490,1
750,1491,0
751,1493,1
752,1494,0
753,1500,0
754,1504,0
755,1506,0
756,1509,0
757,1512,0
758,1514,0
759,1518,0
760,1520,0
761,1522,0
762,1525,0
763,1526,0
764,1529,1
765,1530,0
766,1532,0
767,1533,0
768,1537,1
769,1542,0
770,1544,0
771,1545,0
772,1546,0
773,1549,0
774,1551,0
775,1552,0
776,1555,0
777,1556,0
778,1558,0
779,1560,0
780,1561,0
781,1562,0
782,1563,0
783,1566,0
784,1568,0
785,1570,0
786,1575,0
787,1577,0
788,1579,0
789,1581,0
790,1582,0
791,1585,0
792,1586,0
793,1587,1
794,1593,0
795,1597,1
796,1599,0
797,1608,0
798,1609,1
799,1612,0
800,1615,0
801,1616,0
802,1618,0
803,1619,0
804,1624,0
805,1625,0
806,1627,0
807,1628,0
808,1635,0
809,1636,0
810,1637,0
811,1640,0
812,1642,0
813,1645,0
814,1647,0
815,1648,1
816,1650,0
817,1651,1
818,1653,0
819,1654,0
820,1655,0
821,1656,1
822,1657,0
823,1659,0
824,1661,0
825,1662,0
826,1663,1
827,1664,0
828,1671,0
829,1673,1
830,1674,0
831,1678,1
832,1680,0
833,1682,0
834,1687,0
835,1689,1
836,1690,0
837,1691,0
838,1692,0
839,1696,1
840,1701,1
841,1702,0
842,1705,0
843,1707,0
844,1711,0
845,1714,1
846,1715,1
847,1716,0
848,1717,0
849,1719,0
850,1723,0
851,1725,0
852,1726,0
853,1728,0
854,1730,0
855,1731,0
856,1736,0
857,1742,1
858,1745,0
859,1747,1
860,1749,0
861,1750,0
862,1751,0
863,1752,0
864,1753,0
865,1754,1
866,1758,1
867,1759,0
868,1760,0
869,1761,0
870,1763,0
871,1765,0
872,1767,0
873,1768,1
874,1769,0
875,1774,0
876,1775,1
877,1776,0
878,1777,0
879,1779,0
880,1780,0
881,1783,0
882,1784,0
883,1785,1
884,1789,0
885,1790,1
886,1792,0
887,1793,0
888,1795,0
889,1796,1
890,1798,1
891,1802,0
892,1803,1
893,1805,0
894,1806,1
895,1809,0
896,1810,0
897,1812,0
898,1813,0
899,1814,0
900,1815,0
901,1817,1
902,1818,1
903,1819,0
904,1820,1
905,1821,0
906,1823,0
907,1826,0
908,1827,0
909,1829,0
910,1831,1
911,1833,0
912,1834,0
913,1837,0
914,1838,0
915,1839,0
916,1840,0
917,1841,0
918,1842,0
919,1844,0
920,1845,0
921,1846,0
922,1847,0
923,1850,0
924,1851,1
925,1852,0
926,1860,1
927,1862,0
928,1864,0
929,1865,0
930,1866,0
931,1867,0
932,1870,1
933,1871,0
934,1872,0
935,1873,0
936,1874,1
937,1876,0
938,1878,1
939,1879,0
940,1884,0
941,1885,0
942,1888,0
943,1893,1
944,1897,0
945,1901,1
946,1902,0
947,1903,0
948,1905,0
949,1907,0
950,1908,1
951,1919,0
952,1921,0
953,1926,0
954,1928,1
955,1930,0
956,1933,0
957,1934,0
958,1935,0
959,1939,0
960,1940,0
961,1942,0
962,1943,0
963,1945,0
964,1946,0
965,1948,1
966,1949,0
967,1952,0
968,1953,0
969,1955,0
970,1959,0
971,1963,0
972,1965,0
973,1967,0
974,1968,0
975,1969,0
976,1970,0
977,1973,0
978,1977,0
979,1978,0
980,1979,0
981,1988,1
982,1991,0
983,1994,0
984,1996,0
985,1997,0
986,1998,0
987,2000,0
988,2002,0
989,2004,0
990,2007,0
991,2008,0
992,2010,1
993,2011,0
994,2012,0
995,2015,0
996,2018,0
997,2019,0
998,2023,0
999,2024,0
1000,2026,0
1001,2028,0
1002,2029,0
1003,2031,0
1004,2033,0
1005,2034,1
1006,2037,1
1007,2038,0
1008,2039,0
1009,2040,0
1010,2042,0
1011,2045,0
1012,2048,0
1013,2049,0
1014,2050,0
1015,2057,0
1016,2061,0
1017,2063,0
1018,2067,1
1019,2069,0
1020,2070,1
1021,2072,1
1022,2073,0
1023,2075,0
1024,2076,1
1025,2081,0
1026,2082,1
1027,2084,0
1028,2085,1
1029,2086,0
1030,2088,1
1031,2092,0
1032,2093,1
1033,2094,1
1034,2096,1
1035,2102,1
1036,2103,0
1037,2104,0
1038,2108,0
1039,2109,0
1040,2111,0
1041,2113,1
1042,2116,1
1043,2117,0
1044,2118,0
1045,2119,0
1046,2120,0
1047,2121,0
1048,2124,0
1049,2125,0
1050,2126,0
1051,2127,1
1052,2131,0
1053,2133,0
1054,2134,1
1055,2136,0
1056,2137,0
1057,2139,0
1058,2144,0
1059,2145,0
1060,2146,0
1061,2149,0
1062,2150,0
1063,2151,0
1064,2152,0
1065,2153,0
1066,2157,0
1067,2158,0
1068,2159,0
1069,2161,0
1070,2163,0
1071,2166,1
1072,2169,0
1073,2171,0
1074,2177,0
1075,2179,0
1076,2182,0
1077,2184,0
1078,2185,0
1079,2186,0
1080,2187,0
1081,2188,0
1082,2189,1
1083,2190,1
1084,2194,0
1085,2195,1
1086,2196,0
1087,2198,0
1088,2199,0
1089,2200,0
1090,2201,0
1091,2203,0
1092,2208,0
1093,2209,0
1094,2210,0
1095,2211,0
1096,2213,0
1097,2214,0
1098,2215,1
1099,2216,0
1100,2218,0
1101,2222,0
1102,2224,0
1103,2229,0
1104,2230,0
1105,2234,0
1106,2235,0
1107,2237,0
1108,2239,0
1109,2241,0
1110,2242,0
1111,2243,1
1112,2244,0
1113,2245,1
1114,2248,0
1115,2251,0
1116,2253,1
1117,2254,0
1118,2257,0
1119,2261,0
1120,2262,0
1121,2266,0
1122,2269,0
1123,2275,0
1124,2278,0
1125,2279,0
1126,2283,0
1127,2284,0
1128,2285,0
1129,2286,0
1130,2287,0
1131,2289,0
1132,2290,1
1133,2291,0
1134,2293,0
1135,2300,0
1136,2301,0
1137,2302,1
1138,2303,1
1139,2304,0
1140,2305,1
1141,2306,0
1142,2307,0
1143,2308,1
1144,2311,1
1145,2313,0
1146,2315,0
1147,2316,1
1148,2318,1
1149,2322,0
1150,2323,0
1151,2325,0
1152,2327,0
1153,2328,1
1154,2329,0
1155,2330,0
1156,2332,0
1157,2333,0
1158,2334,0
1159,2337,0
1160,2338,0
1161,2341,0
1162,2344,0
1163,2345,0
1164,2347,0
1165,2348,0
1166,2349,0
1167,2350,0
1168,2351,0
1169,2358,0
1170,2359,1
1171,2361,0
1172,2363,0
1173,2364,0
1174,2366,0
1175,2369,0
1176,2370,1
1177,2373,0
1178,2375,0
1179,2377,1
1180,2384,0
1181,2385,0
1182,2386,0
1183,2387,0
1184,2388,0
1185,2392,0
1186,2393,1
1187,2394,1
1188,2395,0
1189,2396,0
1190,2397,0
1191,2400,1
1192,2401,0
1193,2403,0
1194,2407,1
1195,2408,0
1196,2410,0
1197,2414,1
1198,2416,1
1199,2421,0
1200,2422,0
1201,2423,1
1202,2425,0
1203,2430,1
1204,2433,0
1205,2434,1
1206,2437,0
1207,2438,0
1208,2439,0
1209,2440,0
1210,2442,0
1211,2444,0
1212,2449,1
1213,2456,0
1214,2458,1
1215,2462,0
1216,2463,0
1217,2464,0
1218,2465,0
1219,2466,0
1220,2470,0
1221,2476,0
1222,2478,0
1223,2482,1
1224,2483,0
1225,2484,1
1226,2487,0
1227,2488,0
1228,2493,0
1229,2494,0
1230,2495,0
1231,2499,0
1232,2501,1
1233,2503,0
1234,2504,0
1235,2507,0
1236,2509,0
1237,2511,0
1238,2512,0
1239,2515,0
1240,2516,0
1241,2517,0
1242,2521,1
1243,2525,0
1244,2527,0
1245,2528,1
1246,2529,0
1247,2530,0
1248,2531,1
1249,2533,0
1250,2537,0
1251,2538,0
1252,2539,0
1253,2541,0
1254,2542,0
1255,2543,0
1256,2544,0
1257,2545,0
1258,2546,0
1259,2548,1
1260,2549,0
1261,2555,0
1262,2556,1
1263,2558,0
1264,2561,1
1265,2563,0
1266,2566,0
1267,2567,0
1268,2572,0
1269,2573,0
1270,2574,0
1271,2578,0
1272,2580,0
1273,2581,0
1274,2582,0
1275,2586,0
1276,2588,0
1277,2589,1
1278,2591,0
1279,2594,1
1280,2595,0
1281,2596,1
1282,2597,0
1283,2599,0
1284,2600,0
1285,2601,1
1286,2611,0
1287,2613,0
1288,2614,0
1289,2615,0
1290,2616,1
1291,2617,0
1292,2618,0
1293,2619,1
1294,2626,0
1295,2630,1
1296,2632,0
1297,2636,0
1298,2639,0
1299,2642,0
1300,2644,1
1301,2647,0
1302,2648,1
1303,2649,1
1304,2651,0
1305,2652,0
1306,2656,1
1307,2658,1
1308,2664,0
1309,2667,1
1310,2669,1
1311,2670,0
1312,2671,1
1313,2672,1
1314,2673,0
1315,2678,0
1316,2679,1
1317,2682,0
1318,2684,0
1319,2685,0
1320,2687,1
1321,2689,0
1322,2700,0
1323,2701,0
1324,2702,1
1325,2704,1
1326,2707,0
1327,2710,0
1328,2713,0
1329,2715,0
1330,2716,0
1331,2724,0
1332,2726,1
1333,2727,0
1334,2728,0
1335,2730,0
1336,2731,1
1337,2733,0
1338,2736,0
1339,2737,0
1340,2739,0
1341,2740,0
1342,2741,0
1343,2745,0
1344,2747,1
1345,2749,0
1346,2751,1
1347,2752,0
1348,2759,1
1349,2760,0
1350,2764,0
1351,2766,0
1352,2769,0
1353,2772,0
1354,2773,0
1355,2774,0
1356,2776,0
1357,2779,0
1358,2782,1
1359,2783,0
1360,2788,0
1361,2789,1
1362,2791,0
1363,2793,0
1364,2794,0
1365,2796,0
1366,2801,0
1367,2803,0
1368,2804,0
1369,2805,0
1370,2806,1
1371,2808,1
1372,2809,0
1373,2812,0
1374,2814,0
1375,2815,0
1376,2816,0
1377,2817,0
1378,2819,1
1379,2821,1
1380,2822,0
1381,2825,0
1382,2827,0
1383,2829,0
1384,2830,0
1385,2831,0
1386,2833,0
1387,2838,0
1388,2839,1
1389,2843,0
1390,2845,1
1391,2849,0
1392,2850,0
1393,2852,0
1394,2859,0
1395,2861,0
1396,2862,0
1397,2863,0
1398,2865,0
1399,2866,1
1400,2867,0
1401,2869,1
1402,2871,0
1403,2872,1
1404,2873,1
1405,2874,0
1406,2876,1
1407,2877,0
1408,2880,0
1409,2881,0
1410,2882,0
1411,2885,0
1412,2886,0
1413,2888,0
1414,2889,1
1415,2891,0
1416,2892,0
1417,2893,0
1418,2897,1
1419,2898,0
1420,2899,0
1421,2901,0
1422,2903,0
1423,2904,0
1424,2905,0
1425,2906,1
1426,2908,0
1427,2910,0
1428,2913,0
1429,2914,0
1430,2915,1
1431,2917,0
1432,2918,1
1433,2919,0
1434,2920,0
1435,2921,1
1436,2922,1
1437,2925,0
1438,2926,0
1439,2927,0
1440,2928,0
1441,2929,0
1442,2930,0
1443,2936,0
1444,2944,0
1445,2949,0
1446,2950,0
1447,2951,0
1448,2952,0
1449,2955,0
1450,2957,0
1451,2959,0
1452,2960,0
1453,2961,1
1454,2963,0
1455,2966,0
1456,2967,0
1457,2968,0
1458,2969,1
1459,2970,0
1460,2972,0
1461,2973,0
1462,2974,0
1463,2975,1
1464,2976,0
1465,2980,0
1466,2983,0
1467,2984,0
1468,2986,0
1469,2988,0
1470,2989,0
1471,2990,0
1472,2991,0
1473,2994,0
1474,2995,0
1475,2997,0
1476,3000,0
1477,3001,0
1478,3002,0
1479,3003,0
1480,3005,0
1481,3007,0
1482,3008,0
1483,3009,1
1484,3011,0
1485,3012,0
1486,3015,0
1487,3017,0
1488,3019,0
1489,3022,0
1490,3025,0
1491,3027,1
1492,3028,0
1493,3030,0
1494,3031,0
1495,3033,0
1496,3035,1
1497,3036,0
1498,3037,0
1499,3039,0
1500,3041,0
1501,3046,0
1502,3047,0
1503,3048,0
1504,3050,0
1505,3051,0
1506,3053,0
1507,3055,0
1508,3056,0
1509,3058,1
1510,3060,0
1511,3062,0
1512,3063,0
1513,3064,1
1514,3065,1
1515,3067,0
1516,3069,1
1517,3070,0
1518,3072,0
1519,3073,0
1520,3074,0
1521,3079,1
1522,3080,0
1523,3083,1
1524,3084,0
1525,3089,0
1526,3093,0
1527,3094,1
1528,3096,1
1529,3098,0
1530,3100,0
1531,3101,0
1532,3102,1
1533,3104,1
1534,3105,0
1535,3106,1
1536,3109,0
1537,3110,0
1538,3111,0
1539,3113,1
1540,3115,0
1541,3116,0
1542,3120,0
1543,3122,0
1544,3124,1
1545,3128,0
1546,3129,0
1547,3130,0
1548,3132,1
1549,3133,0
1550,3135,0
1551,3138,1
1552,3139,1
1553,3140,0
1554,3143,1
1555,3146,1
1556,3148,0
1557,3149,0
1558,3150,0
1559,3152,0
1560,3153,0
1561,3154,1
1562,3155,0
1563,3159,0
1564,3162,0
1565,3163,1
1566,3164,0
1567,3166,0
1568,3167,0
1569,3168,0
1570,3171,0
1571,3172,0
1572,3173,1
1573,3177,1
1574,3181,0
1575,3183,0
1576,3185,0
1577,3186,0
1578,3190,1
1579,3192,0
1580,3193,0
1581,3194,0
1582,3195,0
1583,3197,0
1584,3200,0
1585,3201,1
1586,3206,0
1587,3207,0
1588,3208,0
1589,3210,1
1590,3211,0
1591,3214,1
1592,3216,0
1593,3217,0
1594,3218,0
1595,3219,0
1596,3223,0
1597,3224,0
1598,3227,1
1599,3229,0
1600,3230,0
1601,3231,0
1602,3232,0
1603,3234,0
1604,3241,0
1605,3242,0
1606,3244,1
1607,3246,1
1608,3248,0
1609,3249,1
1610,3250,0
1611,3252,0
1612,3253,0
1613,3254,1
1614,3255,0
1615,3257,1
1616,3260,0
1617,3264,0
1618,3266,0
1619,3267,1
1620,3268,0
1621,3270,0
1622,3271,0
1623,3274,0
1624,3275,0
1625,3276,1
1626,3278,1
1627,3282,0
1628,3284,0
1629,3287,1
1630,3288,1
1631,3289,1
1632,3291,0
1633,3292,0
1634,3293,0
1635,3294,0
1636,3296,1
1637,3298,0
1638,3302,0
1639,3303,1
1640,3304,1
1641,3306,0
1642,3307,0
1643,3309,1
1644,3310,1
1645,3311,1
1646,3312,0
1647,3315,0
1648,3316,0
1649,3320,1
1650,3322,0
1651,3324,0
1652,3325,0
1653,3326,0
1654,3329,0
1655,3331,0
1656,3332,0
1657,3334,0
1658,3336,0
1659,3337,0
1660,3339,0
1661,3340,0
1662,3341,0
1663,3345,0
1664,3348,0
1665,3350,1
1666,3352,1
1667,3354,0
1668,3355,1
1669,3356,0
1670,3357,0
1671,3360,0
1672,3361,1
1673,3362,0
1674,3363,1
1675,3364,1
1676,3365,1
1677,3366,0
1678,3367,0
1679,3372,0
1680,3374,1
1681,3375,0
1682,3376,0
1683,3377,0
1684,3378,0
1685,3380,1
1686,3381,0
1687,3382,1
1688,3385,0
1689,3386,0
1690,3389,0
1691,3390,0
1692,3391,1
1693,3393,0
1694,3394,0
1695,3401,1
1696,3403,0
1697,3404,0
1698,3406,0
1699,3407,1
1700,3410,0
1701,3411,0
1702,3414,0
1703,3416,0
1704,3418,0
1705,3419,0
1706,3421,1
1707,3422,0
1708,3423,0
1709,3424,0
1710,3426,0
1711,3427,1
1712,3429,1
1713,3431,1
1714,3433,0
1715,3435,0
1716,3436,0
1717,3437,1
1718,3438,0
1719,3442,1
1720,3444,0
1721,3447,0
1722,3450,0
1723,3451,0
1724,3454,0
1725,3455,0
1726,3456,0
1727,3459,0
1728,3460,1
1729,3461,0
1730,3463,1
1731,3465,1
1732,3468,0
1733,3469,0
1734,3470,0
1735,3472,0
1736,3473,0
1737,3475,0
1738,3476,1
1739,3478,0
1740,3479,1
1741,3481,1
1742,3483,1
1743,3484,1
1744,3485,0
1745,3488,0
1746,3489,0
1747,3490,0
1748,3494,0
1749,3498,0
1750,3501,1
1751,3503,0
1752,3506,0
1753,3507,0
1754,3509,0
1755,3510,0
1756,3511,0
1757,3512,0
1758,3514,0
1759,3517,1
1760,3519,0
1761,3521,0
1762,3522,0
1763,3524,0
1764,3526,0
1765,3527,0
1766,3529,0
1767,3534,0
1768,3536,0
1769,3539,0
1770,3540,0
1771,3541,0
1772,3542,1
1773,3543,0
1774,3544,1
1775,3545,1
1776,3547,1
1777,3548,0
1778,3549,1
1779,3553,0
1780,3555,1
1781,3556,1
1782,3557,1
1783,3558,0
1784,3564,0
1785,3565,0
1786,3566,0
1787,3568,1
1788,3569,0
1789,3571,0
1790,3574,0
1791,3576,0
1792,3579,0
1793,3582,1
1794,3583,0
1795,3585,0
1796,3586,0
1797,3588,0
1798,3589,0
1799,3590,1
1800,3591,0
1801,3593,0
1802,3594,0
1803,3596,1
1804,3597,0
1805,3598,0
1806,3600,0
1807,3601,0
1808,3602,0
1809,3603,0
1810,3606,0
1811,3610,0
1812,3611,1
1813,3612,0
1814,3614,0
1815,3617,0
1816,3618,0
1817,3619,0
1818,3621,0
1819,3622,0
1820,3624,0
1821,3627,0
1822,3628,0
1823,3634,0
1824,3637,0
1825,3638,0
1826,3643,1
1827,3644,1
1828,3646,1
1829,3648,0
1830,3651,0
1831,3652,0
1832,3654,1
1833,3656,0
1834,3658,1
1835,3659,1
1836,3661,0
1837,3663,1
1838,3664,0
1839,3665,0
1840,3668,0
1841,3669,0
1842,3670,0
1843,3671,0
1844,3673,0
1845,3674,0
1846,3676,0
1847,3678,1
1848,3679,0
1849,3683,0
1850,3684,1
1851,3685,0
1852,3687,0
1853,3693,1
1854,3696,0
1855,3698,0
1856,3700,1
1857,3702,1
1858,3706,0
1859,3707,0
1860,3716,0
1861,3720,0
1862,3721,1
1863,3723,0
1864,3725,1
1865,3726,0
1866,3734,0
1867,3735,1
1868,3736,0
1869,3737,0
1870,3739,0
1871,3740,0
1872,3743,0
1873,3746,1
1874,3749,1
1875,3754,1
1876,3756,1
1877,3757,0
1878,3759,0
1879,3762,0
1880,3763,0
1881,3766,0
1882,3769,0
1883,3770,0
1884,3776,0
1885,3777,0
1886,3778,0
1887,3781,0
1888,3783,0
1889,3787,0
1890,3788,1
1891,3791,0
1892,3792,0
1893,3793,0
1894,3794,1
1895,3795,0
1896,3797,0
1897,3800,1
1898,3802,0
1899,3804,1
1900,3805,0
1901,3807,0
1902,3809,0
1903,3811,0
1904,3815,1
1905,3816,1
1906,3819,1
1907,3821,0
1908,3822,1
1909,3823,1
1910,3824,0
1911,3825,0
1912,3827,0
1913,3829,0
1914,3830,1
1915,3831,0
1916,3833,0
1917,3838,0
1918,3842,0
1919,3844,0
1920,3845,0
1921,3848,0
1922,3849,0
1923,3851,0
1924,3855,0
1925,3856,0
1926,3858,1
1927,3859,0
1928,3862,0
1929,3865,1
1930,3866,1
1931,3869,0
1932,3873,0
1933,3876,1
1934,3877,0
